"","ID","OutcomeType","AnimalType","HasName","AgeinDays","IsMix","SimpleColor","IsNeutered","Gender"
"22461","A684410","Transfer","Dog",1,"Over 3 years",0,4,1,"M"
"22465","A672231","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"22466","A662053","Transfer","Cat",1,"Less than a year",1,25,1,"F"
"22467","A706323","Adoption","Dog",0,"Less than a year",1,27,1,"F"
"22468","A672194","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"22471","A702906","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"22472","A678981","Transfer","Dog",1,"Less than a year",1,10,1,"M"
"22473","A709679","Transfer","Cat",0,"Less than a year",1,27,0,"F"
"22474","A707884","Adoption","Dog",1,"Less than a year",1,10,1,"F"
"22475","A702373","Euthanasia","Dog",1,"Less than 3 years",1,5,1,"M"
"22477","A688919","Adoption","Dog",1,"Less than 2 years",1,9,1,"M"
"22480","A704490","Transfer","Dog",0,"Less than a year",1,3,0,"M"
"22482","A706935","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"22483","A711712","Return_to_owner","Dog",1,"Less than 2 years",1,4,1,"F"
"22485","A655866","Adoption","Dog",1,"Less than 2 years",1,4,1,"F"
"22486","A687599","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"22488","A682930","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"22490","A685591","Transfer","Cat",0,"Less than a year",1,24,0,"F"
"22492","A707499","Adoption","Cat",1,"Over 3 years",0,27,1,"M"
"22493","A705670","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"22495","A691535","Return_to_owner","Dog",1,"Over 3 years",0,26,1,"M"
"22496","A666901","Return_to_owner","Dog",1,"Less than 3 years",1,5,1,"M"
"22497","A709187","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"22498","A696987","Transfer","Cat",0,"Over 3 years",1,5,0,"M"
"22499","A703366","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"22500","A693245","Return_to_owner","Cat",1,"Over 3 years",1,17,1,"M"
"22501","A687225","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"22502","A680407","Adoption","Cat",0,"Less than a year",1,27,1,"M"
"22503","A705601","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"22504","A714553","Transfer","Dog",1,"Less than 2 years",0,27,1,"M"
"22505","A686207","Adoption","Cat",1,"Over 3 years",1,5,1,"F"
"22506","A681989","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"22508","A718326","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"22509","A654493","Adoption","Cat",1,"Over 3 years",1,7,1,"F"
"22510","A711762","Transfer","Dog",1,"Less than a year",1,27,0,"F"
"22512","A709873","Return_to_owner","Dog",1,"Less than 3 years",1,23,1,"F"
"22513","A702083","Return_to_owner","Dog",1,"Over 3 years",1,5,0,"M"
"22514","A718958","Euthanasia","Cat",0,"Over 3 years",1,4,0,"F"
"22515","A683123","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"22516","A699897","Transfer","Cat",1,"Less than 2 years",1,5,0,"F"
"22518","A706069","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"22519","A674484","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"22521","A679961","Transfer","Cat",1,"Less than a year",1,3,1,"F"
"22522","A707146","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"F"
"22523","A676034","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"22524","A685365","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"22525","A699785","Transfer","Dog",0,"Less than a year",0,27,1,"M"
"22526","A668707","Transfer","Dog",0,"Less than 2 years",1,27,1,"M"
"22527","A718444","Transfer","Dog",1,"Over 3 years",1,3,1,"M"
"22528","A705597","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"22530","A712728","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"22531","A675325","Return_to_owner","Dog",1,"Less than 2 years",1,9,1,"F"
"22532","A682180","Adoption","Dog",0,"Less than a year",1,5,1,"M"
"22534","A667010","Transfer","Cat",1,"Less than a year",1,5,1,"F"
"22536","A692890","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"22537","A694468","Died","Cat",0,"Less than a year",1,5,0,"M"
"22541","A712085","Adoption","Cat",1,"Less than a year",1,8,1,"F"
"22543","A690494","Transfer","Dog",0,"Less than a year",1,28,1,"M"
"22544","A703280","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"22546","A714311","Adoption","Dog",1,"Over 3 years",1,26,1,"F"
"22548","A677082","Adoption","Cat",1,"Less than a year",0,3,1,"F"
"22549","A696493","Adoption","Dog",1,"Over 3 years",1,18,1,"F"
"22550","A705582","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"22551","A693166","Euthanasia","Cat",1,"Over 3 years",1,25,1,"F"
"22552","A682520","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"22553","A714360","Transfer","Cat",0,"Less than 2 years",1,4,1,"M"
"22554","A696735","Euthanasia","Cat",0,"Less than 2 years",1,3,0,"M"
"22555","A652505","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"22558","A715347","Transfer","Dog",1,"Less than a year",0,20,1,"M"
"22559","A683525","Transfer","Cat",0,"Less than a year",0,4,0,"M"
"22560","A677346","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"22561","A666360","Transfer","Cat",0,"Less than a year",1,24,0,"F"
"22563","A710370","Return_to_owner","Dog",1,"Less than a year",1,18,1,"M"
"22564","A711729","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"22566","A718797","Adoption","Dog",1,"Less than a year",1,26,1,"M"
"22567","A690034","Euthanasia","Cat",0,"Over 3 years",1,5,0,"F"
"22568","A690335","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"22569","A693848","Return_to_owner","Dog",1,"Less than 2 years",1,27,1,"M"
"22570","A709040","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"22571","A703968","Adoption","Cat",0,"Less than a year",0,5,1,"M"
"22572","A642325","Adoption","Dog",1,"Less than 3 years",1,8,1,"M"
"22573","A696898","Return_to_owner","Dog",1,"Over 3 years",1,5,0,"F"
"22575","A682351","Transfer","Cat",1,"Less than a year",1,11,0,"M"
"22576","A667960","Adoption","Dog",0,"Less than a year",1,23,1,"F"
"22577","A670513","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"22578","A582183","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"22579","A692349","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"22580","A676003","Return_to_owner","Dog",1,"Less than 2 years",1,9,1,"M"
"22582","A689810","Euthanasia","Cat",0,"Less than a year",1,16,0,"M"
"22585","A709341","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"22586","A692589","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"22587","A706657","Transfer","Cat",1,"Less than a year",1,3,1,"M"
"22588","A699216","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"22589","A708024","Return_to_owner","Cat",1,"Over 3 years",1,16,1,"F"
"22590","A716725","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"22591","A687421","Adoption","Dog",0,"Less than 2 years",1,5,1,"F"
"22592","A720611","Adoption","Dog",0,"Less than a year",1,23,1,"M"
"22593","A706870","Adoption","Cat",1,"Over 3 years",1,17,1,"M"
"22595","A645140","Adoption","Dog",1,"Over 3 years",1,23,1,"M"
"22596","A710187","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"22597","A677315","Transfer","Dog",0,"Less than 2 years",1,20,0,"F"
"22599","A707107","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"22600","A712903","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"22601","A684542","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"22604","A681288","Transfer","Dog",1,"Less than a year",1,26,1,"M"
"22605","A683641","Adoption","Cat",0,"Less than a year",1,5,1,"F"
"22606","A696596","Return_to_owner","Dog",1,"Over 3 years",1,13,0,"M"
"22607","A716624","Transfer","Cat",1,"Less than a year",1,5,1,"M"
"22608","A672269","Transfer","Dog",1,"Less than a year",1,27,1,"F"
"22609","A702930","Adoption","Cat",1,"Less than a year",1,7,1,"F"
"22612","A675213","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"22613","A682832","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"22615","A717900","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"22616","A662186","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"22617","A681433","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"22618","A710625","Transfer","Cat",0,"Less than a year",1,27,0,"F"
"22619","A692231","Transfer","Dog",1,"Over 3 years",1,3,1,"M"
"22620","A680749","Transfer","Cat",1,"Less than a year",1,25,1,"F"
"22621","A674889","Transfer","Dog",0,"Over 3 years",1,18,1,"M"
"22622","A691200","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"22623","A694287","Transfer","Cat",0,"Less than a year",1,9,0,"M"
"22625","A197810","Transfer","Cat",1,"Over 3 years",1,5,1,"F"
"22627","A717092","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"M"
"22629","A542480","Transfer","Dog",1,"Over 3 years",1,4,1,"M"
"22630","A720265","Transfer","Dog",1,"Less than a year",1,27,0,"F"
"22631","A708427","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"22632","A676520","Adoption","Dog",1,"Less than 3 years",1,27,1,"M"
"22634","A689843","Adoption","Dog",0,"Less than a year",1,4,1,"F"
"22635","A662107","Transfer","Dog",1,"Less than 3 years",1,10,1,"M"
"22637","A685638","Adoption","Dog",1,"Less than 3 years",1,27,1,"F"
"22638","A675682","Transfer","Cat",0,"Less than 2 years",1,9,0,"F"
"22640","A686324","Transfer","Cat",0,"Less than a year",1,27,0,"M"
"22641","A671275","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"22642","A669347","Adoption","Cat",1,"Less than a year",1,21,1,"M"
"22643","A692728","Return_to_owner","Dog",1,"Less than 3 years",1,27,0,"F"
"22645","A695489","Adoption","Dog",1,"Less than 2 years",1,3,1,"F"
"22646","A587332","Return_to_owner","Cat",1,"Over 3 years",1,25,1,"F"
"22647","A675697","Return_to_owner","Dog",1,"Less than a year",1,28,1,"M"
"22649","A717841","Transfer","Dog",1,"Less than a year",1,23,0,"M"
"22651","A679442","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"22652","A682585","Euthanasia","Dog",0,"Over 3 years",1,13,1,"F"
"22653","A702903","Transfer","Dog",0,"Less than a year",0,27,0,"F"
"22656","A673119","Adoption","Dog",1,"Less than 2 years",1,23,1,"M"
"22657","A717559","Adoption","Cat",1,"Less than a year",1,24,1,"F"
"22659","A693580","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"22661","A666816","Transfer","Cat",1,"Less than a year",1,3,1,"F"
"22663","A699241","Adoption","Dog",1,"Less than 2 years",1,23,1,"F"
"22664","A696568","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"22665","A661430","Died","Cat",1,"Over 3 years",1,24,1,"F"
"22666","A684185","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"22667","A674852","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"22669","A704761","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"22670","A675584","Adoption","Dog",0,"Less than a year",1,5,1,"M"
"22671","A719747","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"22672","A707735","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"22673","A684028","Return_to_owner","Dog",1,"Less than 3 years",0,18,1,"M"
"22674","A705015","Euthanasia","Dog",1,"Less than a year",1,5,0,"F"
"22675","A708710","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"22676","A716142","Adoption","Cat",1,"Over 3 years",0,8,1,"M"
"22677","A679111","Adoption","Dog",0,"Less than 2 years",1,5,1,"F"
"22678","A693003","Transfer","Dog",1,"Over 3 years",0,26,1,"F"
"22679","A717117","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"22682","A698549","Return_to_owner","Cat",1,"Less than a year",1,3,1,"F"
"22683","A689269","Return_to_owner","Dog",1,"Less than 2 years",1,23,1,"F"
"22684","A685454","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"22685","A684056","Return_to_owner","Dog",1,"Less than 3 years",0,4,0,"M"
"22686","A689383","Adoption","Dog",1,"Less than a year",1,2,1,"F"
"22687","A718040","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"22688","A661559","Transfer","Cat",1,"Less than 3 years",1,5,1,"M"
"22689","A626061","Transfer","Dog",1,"Less than 3 years",1,28,1,"F"
"22692","A694114","Adoption","Dog",0,"Less than a year",1,28,1,"M"
"22694","A685479","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"22695","A702170","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"F"
"22696","A704128","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"22697","A694280","Transfer","Dog",1,"Less than 3 years",1,27,1,"F"
"22698","A645559","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"F"
"22699","A711710","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"22700","A657388","Return_to_owner","Dog",1,"Over 3 years",1,18,1,"M"
"22701","A662919","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"22702","A700313","Return_to_owner","Dog",1,"Less than a year",1,3,0,"F"
"22704","A674686","Transfer","Dog",0,"Less than a year",1,8,1,"F"
"22705","A702671","Adoption","Dog",1,"Less than a year",1,26,1,"F"
"22706","A685057","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"22708","A701661","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"22709","A720293","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"22710","A678595","Adoption","Dog",1,"Less than 2 years",1,5,1,"M"
"22711","A699270","Transfer","Dog",1,"Less than a year",1,23,1,"M"
"22713","A676120","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"22714","A717271","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"22715","A666560","Return_to_owner","Cat",1,"Over 3 years",1,16,1,"M"
"22716","A695048","Transfer","Cat",0,"Less than a year",1,5,1,"F"
"22717","A557678","Transfer","Dog",1,"Over 3 years",1,27,1,"F"
"22718","A714378","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"22719","A664881","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"22721","A705117","Transfer","Dog",0,"Less than a year",1,8,0,"M"
"22722","A459869","Transfer","Cat",1,"Over 3 years",1,3,1,"F"
"22723","A678593","Adoption","Dog",1,"Less than 2 years",1,13,1,"M"
"22725","A678964","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"22726","A696721","Euthanasia","Cat",0,"Less than a year",1,4,0,"M"
"22727","A680248","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"22728","A665095","Transfer","Dog",1,"Over 3 years",1,18,1,"M"
"22729","A712004","Adoption","Dog",1,"Over 3 years",1,26,1,"M"
"22731","A619569","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"22732","A696540","Euthanasia","Dog",1,"Over 3 years",1,5,1,"M"
"22733","A718745","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"22734","A679501","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"22737","A683797","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"22740","A686927","Adoption","Dog",1,"Less than a year",0,27,1,"M"
"22741","A683100","Transfer","Cat",0,"Less than a year",1,25,1,"F"
"22742","A664994","Adoption","Cat",1,"Less than a year",1,16,1,"F"
"22745","A719687","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"22746","A690603","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"22747","A694031","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"22748","A641952","Euthanasia","Dog",1,"Over 3 years",0,3,0,"F"
"22749","A719862","Transfer","Dog",1,"Less than a year",1,23,1,"F"
"22751","A712117","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"22752","A673261","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"22753","A690784","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"22754","A682613","Transfer","Cat",1,"Less than 3 years",1,3,1,"M"
"22757","A687790","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"22759","A675965","Return_to_owner","Dog",1,"Over 3 years",1,5,0,"F"
"22760","A705081","Died","Cat",0,"Less than a year",1,4,0,"F"
"22761","A696900","Return_to_owner","Dog",1,"Less than 3 years",1,27,0,"M"
"22763","A666035","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"22764","A711278","Adoption","Dog",0,"Less than a year",1,5,1,"F"
"22765","A706251","Return_to_owner","Cat",1,"Over 3 years",1,17,1,"M"
"22766","A608029","Transfer","Cat",1,"Less than 2 years",1,5,1,"F"
"22768","A706473","Adoption","Dog",1,"Less than 2 years",1,6,1,"M"
"22769","A703390","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"22772","A719739","Adoption","Dog",1,"Less than a year",1,26,1,"F"
"22773","A579260","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"22774","A695676","Return_to_owner","Cat",1,"Over 3 years",1,5,1,"M"
"22775","A699782","Transfer","Dog",0,"Less than 3 years",1,27,0,"F"
"22776","A717764","Transfer","Dog",1,"Less than 2 years",1,23,0,"M"
"22777","A715711","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"22778","A717590","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"22779","A681235","Return_to_owner","Dog",1,"Less than a year",1,9,1,"F"
"22781","A719540","Died","Cat",1,"Less than a year",1,4,0,"M"
"22782","A681781","Adoption","Cat",1,"Less than a year",1,22,1,"M"
"22783","A703686","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"22785","A674063","Transfer","Dog",1,"Less than 3 years",1,18,1,"M"
"22786","A676118","Return_to_owner","Dog",1,"Less than a year",1,27,1,"F"
"22787","A674146","Adoption","Dog",1,"Over 3 years",1,27,1,"M"
"22788","A691482","Adoption","Cat",0,"Less than a year",1,4,1,"F"
"22789","A692388","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"22790","A630888","Adoption","Cat",1,"Less than 2 years",1,3,1,"F"
"22791","A705605","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"22792","A689879","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"22793","A663609","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"22795","A692158","Euthanasia","Dog",0,"Less than a year",1,28,0,"F"
"22797","A695408","Adoption","Dog",0,"Less than a year",1,20,1,"F"
"22798","A658002","Adoption","Dog",1,"Over 3 years",1,8,1,"F"
"22799","A672238","Adoption","Dog",1,"Less than a year",1,23,1,"M"
"22800","A657723","Adoption","Cat",1,"Less than a year",0,4,1,"F"
"22801","A721089","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"22802","A701444","Transfer","Dog",1,"Less than 2 years",1,3,1,"F"
"22803","A692653","Return_to_owner","Dog",1,"Less than a year",1,27,1,"F"
"22804","A687573","Transfer","Dog",1,"Over 3 years",1,8,1,"M"
"22805","A701473","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"22806","A696864","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"22807","A358879","Euthanasia","Dog",1,"Over 3 years",0,5,1,"M"
"22809","A656271","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"22811","A696070","Euthanasia","Dog",1,"Over 3 years",1,3,1,"F"
"22812","A683580","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"22814","A643201","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"F"
"22816","A677490","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"22817","A683878","Transfer","Cat",0,"Less than a year",1,27,0,"M"
"22818","A665394","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"22819","A652598","Transfer","Dog",1,"Less than a year",1,5,1,"F"
"22820","A713924","Transfer","Cat",0,"Less than 2 years",1,5,0,"F"
"22821","A699083","Transfer","Dog",1,"Less than a year",1,26,0,"M"
"22822","A682306","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"22823","A705567","Return_to_owner","Dog",1,"Less than a year",1,27,1,"F"
"22825","A693430","Return_to_owner","Dog",1,"Over 3 years",0,3,1,"F"
"22826","A671486","Adoption","Dog",1,"Less than 3 years",1,27,1,"F"
"22827","A692165","Transfer","Cat",1,"Less than a year",1,5,0,"M"
"22828","A706509","Transfer","Cat",0,"Less than a year",1,4,1,"M"
"22829","A692189","Transfer","Cat",0,"Over 3 years",0,17,1,"F"
"22830","A684819","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"22831","A714562","Transfer","Cat",0,"Less than a year",1,16,0,"M"
"22832","A670041","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"22833","A683249","Transfer","Cat",1,"Less than a year",1,9,1,"F"
"22834","A664075","Adoption","Dog",1,"Over 3 years",1,27,1,"M"
"22837","A715497","Transfer","Dog",1,"Less than 2 years",1,27,1,"F"
"22838","A708705","Transfer","Cat",1,"Less than a year",1,5,1,"M"
"22839","A715094","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"22840","A681151","Return_to_owner","Cat",1,"Less than 2 years",1,5,1,"F"
"22841","A714246","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"22843","A714603","Adoption","Cat",1,"Less than a year",1,4,0,"F"
"22844","A664767","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"22845","A709137","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"22846","A706056","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"22847","A684967","Euthanasia","Dog",1,"Less than 3 years",1,4,1,"M"
"22850","A672474","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"M"
"22851","A713718","Return_to_owner","Dog",1,"Less than 3 years",1,3,0,"F"
"22852","A700500","Adoption","Dog",1,"Less than 2 years",1,3,1,"F"
"22853","A711481","Adoption","Dog",1,"Less than a year",0,20,1,"F"
"22854","A660172","Adoption","Dog",1,"Less than 3 years",1,3,1,"F"
"22855","A692551","Return_to_owner","Dog",1,"Less than 2 years",1,3,0,"M"
"22859","A707486","Adoption","Cat",1,"Less than a year",1,25,1,"F"
"22860","A706644","Died","Dog",1,"Over 3 years",1,27,1,"M"
"22861","A715051","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"F"
"22862","A700259","Return_to_owner","Dog",1,"Over 3 years",1,8,1,"M"
"22863","A713826","Return_to_owner","Dog",1,"Less than a year",1,3,0,"M"
"22865","A682638","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"22867","A708814","Adoption","Cat",1,"Over 3 years",1,3,1,"F"
"22869","A681224","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"22870","A671341","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"M"
"22871","A683835","Transfer","Cat",0,"Less than 2 years",1,17,0,"M"
"22872","A713099","Transfer","Cat",0,"Less than a year",1,16,0,"F"
"22873","A663562","Return_to_owner","Dog",1,"Less than a year",1,5,1,"F"
"22874","A674112","Adoption","Dog",1,"Less than a year",0,18,1,"F"
"22875","A701321","Euthanasia","Cat",1,"Over 3 years",1,3,1,"M"
"22876","A693377","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"22879","A696147","Return_to_owner","Dog",1,"Less than 2 years",0,3,0,"M"
"22880","A690334","Adoption","Dog",1,"Less than 3 years",1,28,1,"M"
"22882","A662084","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"22884","A693088","Transfer","Dog",1,"Less than a year",1,23,1,"F"
"22885","A705674","Return_to_owner","Dog",1,"Over 3 years",1,18,0,"M"
"22886","A698747","Adoption","Cat",1,"Less than a year",0,17,1,"F"
"22887","A688586","Adoption","Dog",1,"Less than 3 years",1,5,1,"F"
"22889","A680696","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"22890","A675003","Transfer","Dog",1,"Less than a year",1,27,1,"M"
"22892","A668790","Adoption","Dog",1,"Less than a year",1,26,1,"M"
"22894","A718654","Adoption","Dog",1,"Less than 3 years",1,23,1,"M"
"22895","A694129","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"22896","A705150","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"22897","A672606","Return_to_owner","Cat",1,"Over 3 years",1,16,1,"M"
"22898","A720091","Transfer","Dog",0,"Less than a year",1,4,0,"M"
"22901","A687580","Euthanasia","Dog",1,"Less than 2 years",1,8,0,"M"
"22902","A713213","Transfer","Cat",1,"Less than a year",0,4,0,"M"
"22903","A702745","Return_to_owner","Dog",1,"Less than 2 years",1,3,0,"F"
"22904","A714644","Adoption","Cat",1,"Over 3 years",1,3,1,"F"
"22905","A670826","Transfer","Dog",1,"Less than a year",1,26,0,"M"
"22906","A713916","Adoption","Dog",1,"Over 3 years",1,15,1,"F"
"22907","A701994","Adoption","Dog",1,"Less than a year",1,27,1,"F"
"22909","A711157","Transfer","Dog",1,"Less than 2 years",1,20,1,"M"
"22910","A671857","Transfer","Dog",1,"Less than 3 years",1,27,1,"M"
"22911","A669715","Adoption","Dog",1,"Less than 3 years",0,5,1,"M"
"22913","A664032","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"22914","A714631","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"22915","A671179","Adoption","Cat",1,"Over 3 years",1,25,1,"F"
"22917","A649718","Return_to_owner","Dog",1,"Less than 3 years",0,3,1,"M"
"22918","A713454","Transfer","Dog",0,"Over 3 years",1,27,0,"F"
"22920","A684728","Transfer","Cat",0,"Less than 3 years",1,5,1,"F"
"22921","A711728","Transfer","Cat",0,"Less than a year",1,14,0,"F"
"22923","A630889","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"22924","A683585","Adoption","Cat",0,"Less than a year",1,4,1,"F"
"22926","A488066","Adoption","Dog",1,"Over 3 years",1,5,1,"M"
"22927","A655043","Transfer","Cat",1,"Less than a year",1,17,0,"F"
"22928","A669367","Euthanasia","Cat",1,"Over 3 years",1,3,1,"M"
"22929","A672967","Return_to_owner","Dog",1,"Less than 2 years",1,23,1,"M"
"22930","A712811","Return_to_owner","Cat",1,"Less than a year",1,3,1,"F"
"22931","A673506","Euthanasia","Dog",1,"Less than 3 years",1,3,0,"M"
"22933","A679622","Transfer","Cat",0,"Less than a year",1,25,0,"F"
"22934","A716152","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"22935","A673838","Transfer","Cat",1,"Less than 3 years",1,3,1,"M"
"22936","A663581","Transfer","Cat",1,"Less than a year",1,4,1,"M"
"22937","A717042","Transfer","Cat",1,"Less than a year",1,9,0,"M"
"22938","A550885","Euthanasia","Dog",1,"Over 3 years",1,5,1,"F"
"22940","A697403","Return_to_owner","Dog",1,"Less than a year",1,8,1,"M"
"22941","A675778","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"22942","A719318","Adoption","Cat",1,"Less than 3 years",1,3,1,"M"
"22943","A713252","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"22944","A712758","Adoption","Cat",1,"Less than a year",1,9,1,"M"
"22945","A710215","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"22946","A685282","Transfer","Cat",0,"Less than a year",1,9,0,"M"
"22947","A679702","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"22949","A664972","Adoption","Cat",1,"Less than a year",1,16,1,"M"
"22950","A654856","Return_to_owner","Dog",1,"Less than a year",0,28,0,"M"
"22951","A719544","Adoption","Cat",0,"Less than a year",1,3,1,"M"
"22953","A706892","Return_to_owner","Dog",1,"Less than 3 years",1,23,0,"F"
"22954","A695327","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
